booking_id,student_id,room_type,amenities,price_per_day,check_in_date,check_out_date,booking_date,stay_duration,lead_time,booking_status,season,day_of_week,is_academic_week
3c835dc0-d944-4fa5-80e9-ab30ed2662e9,7b3a4e3e-7c52-4a17-a80a-c07a2a935d62,Single,"Kitchen, Attach Bathroom, Tiled Floor, Parking",29244.11,2022-03-27,2022-04-14,2022-03-14,18,13,Confirmed,Vacation,Sunday,0
0f02bad0-e706-4ef4-a6aa-9385dd59ba71,fc3d3348-008d-4127-a104-61e32a25a888,Single,"Attach Bathroom, Tiled Floor, Parking",24448.0,2022-07-06,2022-08-03,2022-06-16,28,20,Confirmed,Vacation,Wednesday,0
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,b253d218-6c4a-47ea-8906-17f2747b6dba,Double,"Parking, Tiled Floor",21473.39,2022-12-25,2023-01-04,2022-10-31,10,55,Cancelled,Vacation,Sunday,0
a97065e1-8e46-4534-888a-618efed4057d,309d258c-27a0-43d7-bc96-7f79b7e99aca,Single,"A/C, Kitchen, Wi-Fi",24430.96,2023-08-27,2023-09-13,2023-07-22,17,36,Cancelled,Vacation,Sunday,0
944528c0-0ef8-42d6-b7fd-564637bb3eec,bf7b539b-0f9a-4a4b-8acd-4e10bc594585,Group,"Parking, Attach Bathroom, Tiled Floor, Wi-Fi",19210.29,2022-09-17,2022-10-02,2022-08-19,15,29,Confirmed,Semester,Saturday,1
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,87f7e1fb-da4b-49ca-ab5c-f46780bacd64,Single,"Wi-Fi, A/C, Tiled Floor",25100.96,2022-10-25,2022-11-22,2022-09-01,28,54,Cancelled,Vacation,Tuesday,1
14822f53-8201-4c62-b5f5-9b220e8fa8e0,98543881-118a-4d29-af92-3996d9f195d0,Double,"Tiled Floor, Parking",15632.3,2022-05-05,2022-05-14,2022-05-03,9,2,Confirmed,Semester,Thursday,1
675dd5af-3c36-4296-9ca0-2eecacdabacc,91d63f78-e3e9-4e99-b10c-718b1eb0e38a,Single,"Wi-Fi, Kitchen, Attach Bathroom",23539.3,2022-02-28,2022-03-24,2022-02-22,24,6,Confirmed,Vacation,Monday,1
9e8fc965-0a2c-427e-9832-685694340a03,956b8c0c-a849-4b92-ab52-52e314fcdd54,Double,"Parking, A/C",17029.3,2022-08-10,2022-08-14,2022-07-11,4,30,Confirmed,Vacation,Wednesday,0
42c18a62-ef48-48d5-90fd-9d3f85d51695,506e5a9a-b758-488d-ab73-295b344a54b8,Group,"Wi-Fi, A/C, Attach Bathroom, Parking",17823.23,2023-04-26,2023-05-02,2023-03-16,6,41,Cancelled,Vacation,Wednesday,0
abf3e3fc-2181-4d25-a552-38a643ff5011,50f0fd0a-750c-4b75-8ccc-9bc2a53f8a28,Double,"Tiled Floor, Wi-Fi, Parking, Attach Bathroom",19110.86,2022-07-14,2022-07-27,2022-07-05,13,9,Cancelled,Vacation,Thursday,0
02627f73-1292-4f83-af8c-485bc07a30f2,902059e4-ff9a-45c2-9f04-4aed75523327,Double,"Kitchen, A/C, Tiled Floor",24812.41,2024-01-11,2024-02-02,2023-12-23,22,19,Confirmed,Semester,Thursday,1
8181a8cc-3691-47eb-89a2-688b12c136e0,5958a499-eeea-463e-a1e8-ac6843e42caf,Double,"Attach Bathroom, Parking, Tiled Floor",18180.8,2022-04-20,2022-05-18,2022-03-19,28,32,Cancelled,Vacation,Wednesday,0
5e9953d2-3e89-4c64-a117-dac3119c4ea3,d5704f32-702c-4d20-a862-18b848f4ef12,Single,"Wi-Fi, Tiled Floor, Parking",21015.78,2023-11-19,2023-11-30,2023-11-16,11,3,Confirmed,Vacation,Sunday,0
fbddcf7c-9c96-49ec-8d71-c366b41b3143,8768a84f-a76a-4de6-8e9e-1a11fcbb4e59,Double,"Kitchen, Attach Bathroom, Tiled Floor",21117.9,2023-03-18,2023-04-06,2023-02-26,19,20,Cancelled,Vacation,Saturday,0
4ca415ea-8dfa-4a56-912d-bc9aaaf91531,f05db76e-1a84-451a-a9d3-d7c7ee87905e,Single,"Kitchen, A/C",29256.94,2022-02-18,2022-03-19,2022-01-07,29,42,Cancelled,Vacation,Friday,1
e3c43657-1d8c-4bac-83b4-09ef2260e70f,27cb6f2a-8da0-4097-be0f-051b1b66b5a9,Single,"A/C, Parking",22392.9,2023-11-24,2023-12-18,2023-11-14,24,10,Cancelled,Vacation,Friday,0
b7b56ea7-35eb-432d-9ad6-20ab48212ddb,a25d6b29-afff-4fd2-b41e-f40b57c700aa,Double,"Wi-Fi, Attach Bathroom",15645.41,2022-08-07,2022-08-26,2022-07-31,19,7,Confirmed,Vacation,Sunday,0
40497b71-7d10-4c60-8162-7cf1439472e6,0d01280f-d89a-40c0-a87d-1c78e7c421c7,Single,"Tiled Floor, A/C, Attach Bathroom, Kitchen",27333.02,2023-11-11,2023-11-21,2023-10-25,10,17,Cancelled,Vacation,Saturday,0
46d483f3-d450-481c-ac6f-7633a2607723,c56811cd-5563-4616-80e8-5ece0b49452d,Group,"Wi-Fi, Tiled Floor, Kitchen, A/C",16242.62,2022-04-23,2022-05-13,2022-03-13,20,41,Cancelled,Vacation,Saturday,0
295d6fbf-430f-401d-bad4-09e2a319dcb4,b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Single,"A/C, Parking",22614.1,2022-05-18,2022-05-26,2022-04-12,8,36,Cancelled,Semester,Wednesday,1
13432e61-1ca3-4448-8279-b6a68f9797b0,e767dcea-b0e6-4969-a213-42b0f1eedba3,Single,"Kitchen, Wi-Fi, Parking, Tiled Floor",20079.44,2023-01-01,2023-01-13,2022-11-29,12,33,Cancelled,Semester,Sunday,1
5e84f058-d5a8-44eb-8939-23de8babce3b,6e068097-25e9-4977-8d72-48e2951f58d0,Group,"Kitchen, A/C, Attach Bathroom",11251.24,2022-05-30,2022-06-10,2022-04-26,11,34,Confirmed,Semester,Monday,1
e623a689-5d59-4d2a-8eea-04e70ab54bde,dc570131-f8e1-4aa7-8bce-abdeeededb07,Group,"A/C, Attach Bathroom, Kitchen, Parking",19697.29,2022-04-23,2022-04-30,2022-04-09,7,14,Cancelled,Vacation,Saturday,0
ae9bec36-35c7-436c-9b99-62c6e61fecc0,5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,Group,"A/C, Tiled Floor",19548.16,2022-02-23,2022-03-14,2022-01-31,19,23,Cancelled,Vacation,Wednesday,1
6808593f-dfed-4c43-a256-a6dc8f5486b7,2790cebd-bfdd-43d9-9ee3-ac2af94d6204,Double,"Wi-Fi, Parking",18289.97,2023-10-03,2023-10-28,2023-08-29,25,35,Cancelled,Vacation,Tuesday,1
2999b735-dd56-4c94-bc9a-d14cee0caeb5,2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,Group,"Tiled Floor, Parking, Wi-Fi",10167.34,2024-02-07,2024-02-21,2023-12-21,14,48,Cancelled,Vacation,Wednesday,1
bc8f7d29-2dea-4493-8658-663a698c206f,ee49f329-c84a-4b28-950a-1b46ecab3301,Group,"A/C, Tiled Floor",19282.6,2023-12-27,2024-01-07,2023-11-16,11,41,Cancelled,Vacation,Wednesday,0
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,28c13091-444d-410b-bf87-e362cf8d446a,Group,"Wi-Fi, A/C",17499.92,2022-12-12,2023-01-09,2022-11-16,28,26,Cancelled,Vacation,Monday,0
df465290-61ee-411a-9bac-27a7b386f7a4,38f16a81-787f-4425-9bcc-c47709e9db0a,Single,"Attach Bathroom, A/C, Tiled Floor, Parking",28074.35,2023-10-16,2023-11-15,2023-09-04,30,42,Cancelled,Vacation,Monday,1
598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0,df0f06cb-cb9b-4326-920e-ac174e20fd1a,Group,"Kitchen, Attach Bathroom",18910.6,2022-07-29,2022-08-15,2022-06-05,17,54,Cancelled,Vacation,Friday,0
3170f437-a8f7-4f5a-860e-df5b39118497,dd463c09-4752-47aa-9408-f9ac6601ddd0,Group,"Attach Bathroom, A/C, Tiled Floor",14488.56,2022-06-27,2022-07-26,2022-06-26,29,1,Confirmed,Vacation,Monday,1
59e4b671-4774-4c58-85f8-bc16f7860b50,adf4e62d-6651-429e-8268-690ba43825b5,Single,"Parking, Kitchen, Attach Bathroom, A/C",22465.25,2022-03-02,2022-03-10,2022-02-23,8,7,Confirmed,Vacation,Wednesday,0
0710d430-f071-4879-94c6-3cd889456f27,42deffcc-f86c-4ca2-a085-96db1d870966,Double,"A/C, Tiled Floor",19252.96,2023-11-29,2023-12-04,2023-10-18,5,42,Confirmed,Vacation,Wednesday,0
43f59a85-fbc9-487a-b668-a61794a1875d,6f3f920c-98b8-44cc-9bc0-44fc09cb3942,Double,"Attach Bathroom, A/C, Kitchen",21001.79,2022-07-12,2022-07-30,2022-05-19,18,54,Confirmed,Vacation,Tuesday,0
6fb78271-504d-481f-8953-5b63ba81edd9,1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Double,"Tiled Floor, Parking, Kitchen",24228.51,2022-11-23,2022-11-29,2022-09-26,6,58,Confirmed,Vacation,Wednesday,0
41357e8c-30a9-40ad-939b-462de645f129,006ed6e3-6fa1-4735-b572-f3d00b5cea6a,Group,"Wi-Fi, Tiled Floor, Attach Bathroom, Parking",18283.5,2022-11-25,2022-12-03,2022-10-27,8,29,Confirmed,Vacation,Friday,0
afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,bcae8081-bdf0-40aa-b0b5-156bb82c9074,Double,"Wi-Fi, Tiled Floor, Parking",24961.21,2023-04-01,2023-04-20,2023-02-08,19,52,Confirmed,Vacation,Saturday,0
11e9cdaa-6e69-41a3-9d3d-9e563270e4fa,5487fd4f-ebb7-4385-aa0b-7b14f2e9702d,Group,"Tiled Floor, Kitchen, Parking",16974.06,2023-06-11,2023-06-18,2023-06-05,7,6,Confirmed,Vacation,Sunday,1
1fe771d6-d917-4793-a9d3-c2e6505cc686,81d2c7de-4ce1-4b90-a669-7833b841d0a0,Single,"Wi-Fi, Parking, Attach Bathroom",21093.98,2023-06-23,2023-07-11,2023-04-30,18,54,Cancelled,Vacation,Friday,1
6703b636-5380-4904-a88c-7015aab97e49,2095eef6-8ded-49fb-8bb0-0f20b27c4026,Single,"Attach Bathroom, Tiled Floor, Parking",21868.98,2022-10-25,2022-11-18,2022-08-29,24,57,Confirmed,Vacation,Tuesday,1
610faa3f-f0bb-4c67-aa38-d0a16ba25efe,2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,Double,"Kitchen, Attach Bathroom, Tiled Floor, Parking",24410.8,2022-07-21,2022-07-30,2022-05-30,9,52,Confirmed,Vacation,Thursday,0
8c459ce2-67f4-4ad5-8d0b-0d1a91b0e1d9,49732d6c-4dca-4fb7-801a-9a8bd56f0350,Double,"A/C, Attach Bathroom, Tiled Floor",16408.98,2023-06-06,2023-06-12,2023-04-24,6,43,Confirmed,Vacation,Tuesday,1
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,7118e364-7709-4749-927e-ecfaa79ac9aa,Single,"Attach Bathroom, Wi-Fi, Kitchen",21642.15,2022-06-29,2022-07-25,2022-06-13,26,16,Confirmed,Vacation,Wednesday,1
7922bac2-82dc-4c8e-b6b5-229aacf5e81e,cbc84759-f5b7-4cc7-a6b3-c944cb323e35,Double,"Tiled Floor, Parking",23824.05,2023-01-11,2023-01-30,2022-12-10,19,32,Confirmed,Semester,Wednesday,1
48a639d0-15b5-4908-a8aa-71582b70e525,9e87e04c-a208-4977-a9f2-533683f4a9a9,Single,"Wi-Fi, Kitchen, Parking, A/C",29418.4,2023-09-12,2023-10-05,2023-07-26,23,48,Confirmed,Semester,Tuesday,1
c04a96c4-f3b6-4fe1-9184-332417e8392a,39820cff-4f77-4665-ac3c-56403c20592f,Single,"Tiled Floor, Kitchen, A/C, Parking",27740.72,2022-10-08,2022-10-15,2022-09-18,7,20,Cancelled,Vacation,Saturday,1
0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,9c7c7377-79a2-4903-bbe3-3b243eae0032,Double,"A/C, Tiled Floor",21474.59,2023-10-16,2023-10-30,2023-09-19,14,27,Cancelled,Vacation,Monday,1
6a18ce4c-7496-4764-92a4-def0c4bbb7a9,31c681ec-935f-4b0a-a138-4ddce2d9de5d,Double,"A/C, Kitchen",24846.43,2023-10-28,2023-11-14,2023-10-23,17,5,Cancelled,Vacation,Saturday,1
664fa663-7e8f-4095-a24c-69b6b24445a7,b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,Single,"Kitchen, Wi-Fi, A/C, Attach Bathroom",26873.27,2023-08-13,2023-08-16,2023-07-12,3,32,Confirmed,Vacation,Sunday,0
c521bf2d-dc45-4539-803f-3538e4855aa1,6cd66193-c746-4f59-9b49-4e15e2add909,Single,"Attach Bathroom, A/C, Wi-Fi, Tiled Floor",20657.85,2022-01-16,2022-01-19,2022-01-05,3,11,Confirmed,Semester,Sunday,1
b227462c-f53d-4330-8dda-24ba2d06e8cf,8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Single,"Attach Bathroom, Wi-Fi, Kitchen",23351.18,2022-07-11,2022-07-14,2022-06-19,3,22,Confirmed,Vacation,Monday,0
74daaebf-1f11-4b76-992c-9227eadf5085,aae65fc1-76f2-4bfe-8d29-a36f222282e1,Single,"Wi-Fi, Tiled Floor, Attach Bathroom",22321.71,2022-09-01,2022-09-29,2022-07-13,28,50,Cancelled,Semester,Thursday,1
513a7052-986f-4025-8f15-ba58fce68504,714c7df4-e434-4d51-8158-1092f335cba3,Single,"Kitchen, Parking",28327.26,2023-04-09,2023-04-14,2023-02-17,5,51,Confirmed,Vacation,Sunday,0
81392443-e45b-412e-b822-5688d0a44432,8c41561b-e827-41b9-94a0-2e536d3ee1dc,Double,"Kitchen, A/C, Tiled Floor",17722.52,2023-05-26,2023-06-07,2023-04-21,12,35,Confirmed,Semester,Friday,1
dc8aee30-be60-43f7-a8be-9288e5af6e39,c074718e-425a-409f-b337-c59979844388,Single,"Tiled Floor, Parking, Attach Bathroom",27881.63,2022-12-15,2022-12-21,2022-12-13,6,2,Cancelled,Vacation,Thursday,0
c40c5d91-46fd-4062-a33d-c7afd701410d,a07295e9-7c0e-4cd8-8573-e793c715b2b9,Double,"A/C, Kitchen, Tiled Floor, Parking",17253.47,2022-08-01,2022-08-05,2022-07-12,4,20,Cancelled,Vacation,Monday,0
b6aae05b-13d5-42f7-b09b-7d97464c04af,55fa1ab8-458f-4f19-bc07-c57449257af1,Double,"A/C, Attach Bathroom, Parking",18946.84,2022-07-17,2022-07-20,2022-07-05,3,12,Confirmed,Vacation,Sunday,0
236c7b87-14a0-4ccb-8a47-6a87e49d681d,b1a6b1f1-620e-49d3-bb33-f3d8269cd696,Single,"Wi-Fi, A/C",23192.31,2022-09-13,2022-10-13,2022-09-06,30,7,Cancelled,Semester,Tuesday,1
6a34c854-1071-4d51-b6c5-9dacb4d7e28e,7746d0ba-8ae8-405b-94b4-a48268586eba,Group,"Tiled Floor, Parking, Attach Bathroom, Wi-Fi",16334.81,2022-06-25,2022-07-01,2022-04-29,6,57,Cancelled,Vacation,Saturday,1
6b8e869f-d538-4b0e-b4f3-193c0ff0a55c,95863a76-c511-45ff-a7a3-7e8163b4c08b,Double,"A/C, Attach Bathroom",15511.63,2023-01-13,2023-02-06,2022-11-19,24,55,Cancelled,Semester,Friday,1
c3fe0183-e172-4725-9b52-ca5805000bc6,018267c4-7a1b-4806-a160-a6b49360715f,Double,"Tiled Floor, Kitchen, A/C",23543.82,2023-07-20,2023-08-10,2023-06-25,21,25,Confirmed,Vacation,Thursday,0
da7b9095-63d6-4a39-80e3-befd4c71e0fe,6b44fa8d-d5f2-4073-b414-02b1e4429ebb,Double,"Attach Bathroom, Kitchen",17365.51,2022-11-06,2022-12-03,2022-10-01,27,36,Confirmed,Vacation,Sunday,0
ccc42903-8bcf-43a1-bc10-fa52bf5d2fdf,7cfc9b79-3875-494c-a5d6-f6e69a6ec2f5,Group,"Kitchen, Wi-Fi, Parking",10716.25,2023-03-22,2023-04-03,2023-02-23,12,27,Confirmed,Vacation,Wednesday,0
076e2bba-7c53-48bf-af92-f25e45df16b6,addc3e13-ab3b-4d37-960c-95ee638c254c,Double,"Wi-Fi, Tiled Floor",22619.83,2022-08-18,2022-09-05,2022-06-20,18,59,Cancelled,Vacation,Thursday,0
d72b6108-2a40-4f12-b963-f37f67814c1f,fb10987f-20ac-4703-ab67-146a77a6e17c,Single,"Tiled Floor, Parking, Wi-Fi",20103.28,2023-10-17,2023-10-20,2023-09-12,3,35,Cancelled,Vacation,Tuesday,1
